run_id,disrupted_node_id,node_type,layer_id,disruption_days,local_buffer_days,root_delay_days,root_impacted,number_of_impacted_nodes
468,RAW::Composite Epoxy Prepreg,raw_material,3,18,5,0,False,2
469,RAW::Composite Epoxy Prepreg,raw_material,3,19,5,0,False,2
470,RAW::Composite Epoxy Prepreg,raw_material,3,20,5,0,False,2
471,RAW::Composite Epoxy Prepreg,raw_material,3,21,5,0,False,2
472,RAW::Composite Epoxy Prepreg,raw_material,3,22,5,0,False,2
473,RAW::Composite Epoxy Prepreg,raw_material,3,23,5,0,False,2
474,RAW::Composite Epoxy Prepreg,raw_material,3,24,5,0,False,2
475,RAW::Composite Epoxy Prepreg,raw_material,3,25,5,0,False,2
476,RAW::Composite Epoxy Prepreg,raw_material,3,26,5,0,False,2
477,RAW::Composite Epoxy Prepreg,raw_material,3,27,5,0,False,2
478,RAW::Composite Epoxy Prepreg,raw_material,3,28,5,0,False,2
479,RAW::Composite Epoxy Prepreg,raw_material,3,29,5,0,False,2
480,RAW::Composite Epoxy Prepreg,raw_material,3,30,5,0,False,2
481,RAW::Composite Epoxy Prepreg,raw_material,3,31,5,0,False,2
482,RAW::Composite Epoxy Prepreg,raw_material,3,32,5,0,False,2
483,RAW::Composite Epoxy Prepreg,raw_material,3,33,5,0,False,2
484,RAW::Composite Epoxy Prepreg,raw_material,3,34,5,0,False,2
485,RAW::Composite Epoxy Prepreg,raw_material,3,35,5,1,True,4
486,RAW::Composite Epoxy Prepreg,raw_material,3,36,5,2,True,4
487,RAW::Composite Epoxy Prepreg,raw_material,3,37,5,3,True,4
488,RAW::Composite Epoxy Prepreg,raw_material,3,38,5,4,True,4
489,RAW::Composite Epoxy Prepreg,raw_material,3,39,5,5,True,4
490,RAW::Composite Epoxy Prepreg,raw_material,3,40,5,6,True,4
491,RAW::Composite Epoxy Prepreg,raw_material,3,41,5,7,True,4
492,RAW::Composite Epoxy Prepreg,raw_material,3,42,5,8,True,4
493,RAW::Composite Epoxy Prepreg,raw_material,3,43,5,9,True,4
494,RAW::Composite Epoxy Prepreg,raw_material,3,44,5,10,True,4
495,RAW::Composite Epoxy Prepreg,raw_material,3,45,5,11,True,4
496,RAW::Elastomer Seals (Nitrile),raw_material,3,1,3,0,False,0
497,RAW::Elastomer Seals (Nitrile),raw_material,3,2,3,0,False,0
498,RAW::Elastomer Seals (Nitrile),raw_material,3,3,3,0,False,0
499,RAW::Elastomer Seals (Nitrile),raw_material,3,4,3,0,False,1
500,RAW::Elastomer Seals (Nitrile),raw_material,3,5,3,0,False,1
501,RAW::Elastomer Seals (Nitrile),raw_material,3,6,3,0,False,1
502,RAW::Elastomer Seals (Nitrile),raw_material,3,7,3,0,False,1
503,RAW::Elastomer Seals (Nitrile),raw_material,3,8,3,0,False,1
504,RAW::Elastomer Seals (Nitrile),raw_material,3,9,3,0,False,1
505,RAW::Elastomer Seals (Nitrile),raw_material,3,10,3,0,False,1
506,RAW::Elastomer Seals (Nitrile),raw_material,3,11,3,0,False,1
507,RAW::Elastomer Seals (Nitrile),raw_material,3,12,3,0,False,1
508,RAW::Elastomer Seals (Nitrile),raw_material,3,13,3,0,False,1
509,RAW::Elastomer Seals (Nitrile),raw_material,3,14,3,0,False,2
510,RAW::Elastomer Seals (Nitrile),raw_material,3,15,3,0,False,2
511,RAW::Elastomer Seals (Nitrile),raw_material,3,16,3,0,False,2
512,RAW::Elastomer Seals (Nitrile),raw_material,3,17,3,0,False,2
513,RAW::Elastomer Seals (Nitrile),raw_material,3,18,3,0,False,2
514,RAW::Elastomer Seals (Nitrile),raw_material,3,19,3,0,False,2
515,RAW::Elastomer Seals (Nitrile),raw_material,3,20,3,0,False,2
516,RAW::Elastomer Seals (Nitrile),raw_material,3,21,3,0,False,2
517,RAW::Elastomer Seals (Nitrile),raw_material,3,22,3,0,False,2
518,RAW::Elastomer Seals (Nitrile),raw_material,3,23,3,0,False,2
519,RAW::Elastomer Seals (Nitrile),raw_material,3,24,3,0,False,2
520,RAW::Elastomer Seals (Nitrile),raw_material,3,25,3,0,False,2
521,RAW::Elastomer Seals (Nitrile),raw_material,3,26,3,0,False,2
522,RAW::Elastomer Seals (Nitrile),raw_material,3,27,3,0,False,2
523,RAW::Elastomer Seals (Nitrile),raw_material,3,28,3,0,False,2
524,RAW::Elastomer Seals (Nitrile),raw_material,3,29,3,0,False,2
525,RAW::Elastomer Seals (Nitrile),raw_material,3,30,3,0,False,2
526,RAW::Elastomer Seals (Nitrile),raw_material,3,31,3,0,False,2
527,RAW::Elastomer Seals (Nitrile),raw_material,3,32,3,0,False,2
528,RAW::Elastomer Seals (Nitrile),raw_material,3,33,3,0,False,2
529,RAW::Elastomer Seals (Nitrile),raw_material,3,34,3,0,False,2
530,RAW::Elastomer Seals (Nitrile),raw_material,3,35,3,0,False,2
531,RAW::Elastomer Seals (Nitrile),raw_material,3,36,3,0,False,2
532,RAW::Elastomer Seals (Nitrile),raw_material,3,37,3,0,False,2
533,RAW::Elastomer Seals (Nitrile),raw_material,3,38,3,0,False,2
534,RAW::Elastomer Seals (Nitrile),raw_material,3,39,3,1,True,4
535,RAW::Elastomer Seals (Nitrile),raw_material,3,40,3,2,True,4
536,RAW::Elastomer Seals (Nitrile),raw_material,3,41,3,3,True,4
537,RAW::Elastomer Seals (Nitrile),raw_material,3,42,3,4,True,4
538,RAW::Elastomer Seals (Nitrile),raw_material,3,43,3,5,True,4
539,RAW::Elastomer Seals (Nitrile),raw_material,3,44,3,6,True,4
540,RAW::Elastomer Seals (Nitrile),raw_material,3,45,3,7,True,4
541,RAW::High-Strength Bearing Steel,raw_material,3,1,8,0,False,0
542,RAW::High-Strength Bearing Steel,raw_material,3,2,8,0,False,0
543,RAW::High-Strength Bearing Steel,raw_material,3,3,8,0,False,0
544,RAW::High-Strength Bearing Steel,raw_material,3,4,8,0,False,0
545,RAW::High-Strength Bearing Steel,raw_material,3,5,8,0,False,0
546,RAW::High-Strength Bearing Steel,raw_material,3,6,8,0,False,0
547,RAW::High-Strength Bearing Steel,raw_material,3,7,8,0,False,0
548,RAW::High-Strength Bearing Steel,raw_material,3,8,8,0,False,0
549,RAW::High-Strength Bearing Steel,raw_material,3,9,8,0,False,1
550,RAW::High-Strength Bearing Steel,raw_material,3,10,8,0,False,1
551,RAW::High-Strength Bearing Steel,raw_material,3,11,8,0,False,1
552,RAW::High-Strength Bearing Steel,raw_material,3,12,8,0,False,1
553,RAW::High-Strength Bearing Steel,raw_material,3,13,8,0,False,1
554,RAW::High-Strength Bearing Steel,raw_material,3,14,8,0,False,1
555,RAW::High-Strength Bearing Steel,raw_material,3,15,8,0,False,1
556,RAW::High-Strength Bearing Steel,raw_material,3,16,8,0,False,1
557,RAW::High-Strength Bearing Steel,raw_material,3,17,8,0,False,1
558,RAW::High-Strength Bearing Steel,raw_material,3,18,8,0,False,1
559,RAW::High-Strength Bearing Steel,raw_material,3,19,8,0,False,2
560,RAW::High-Strength Bearing Steel,raw_material,3,20,8,0,False,2
561,RAW::High-Strength Bearing Steel,raw_material,3,21,8,0,False,2
562,RAW::High-Strength Bearing Steel,raw_material,3,22,8,0,False,2
563,RAW::High-Strength Bearing Steel,raw_material,3,23,8,0,False,2
564,RAW::High-Strength Bearing Steel,raw_material,3,24,8,0,False,2
565,RAW::High-Strength Bearing Steel,raw_material,3,25,8,0,False,2
566,RAW::High-Strength Bearing Steel,raw_material,3,26,8,0,False,2
567,RAW::High-Strength Bearing Steel,raw_material,3,27,8,0,False,2
568,RAW::High-Strength Bearing Steel,raw_material,3,28,8,0,False,2
569,RAW::High-Strength Bearing Steel,raw_material,3,29,8,0,False,2
570,RAW::High-Strength Bearing Steel,raw_material,3,30,8,0,False,2
571,RAW::High-Strength Bearing Steel,raw_material,3,31,8,0,False,2
572,RAW::High-Strength Bearing Steel,raw_material,3,32,8,0,False,2
573,RAW::High-Strength Bearing Steel,raw_material,3,33,8,0,False,2
574,RAW::High-Strength Bearing Steel,raw_material,3,34,8,0,False,2
575,RAW::High-Strength Bearing Steel,raw_material,3,35,8,0,False,2
576,RAW::High-Strength Bearing Steel,raw_material,3,36,8,0,False,2
577,RAW::High-Strength Bearing Steel,raw_material,3,37,8,0,False,2
578,RAW::High-Strength Bearing Steel,raw_material,3,38,8,0,False,2
579,RAW::High-Strength Bearing Steel,raw_material,3,39,8,0,False,2
580,RAW::High-Strength Bearing Steel,raw_material,3,40,8,0,False,2
581,RAW::High-Strength Bearing Steel,raw_material,3,41,8,0,False,2
582,RAW::High-Strength Bearing Steel,raw_material,3,42,8,0,False,2
583,RAW::High-Strength Bearing Steel,raw_material,3,43,8,0,False,2
584,RAW::High-Strength Bearing Steel,raw_material,3,44,8,0,False,2
585,RAW::High-Strength Bearing Steel,raw_material,3,45,8,0,False,2
586,RAW::Marine-grade Steel (AH36),raw_material,3,1,10,0,False,0
587,RAW::Marine-grade Steel (AH36),raw_material,3,2,10,0,False,0
588,RAW::Marine-grade Steel (AH36),raw_material,3,3,10,0,False,0
589,RAW::Marine-grade Steel (AH36),raw_material,3,4,10,0,False,0
590,RAW::Marine-grade Steel (AH36),raw_material,3,5,10,0,False,0
591,RAW::Marine-grade Steel (AH36),raw_material,3,6,10,0,False,0
592,RAW::Marine-grade Steel (AH36),raw_material,3,7,10,0,False,0
593,RAW::Marine-grade Steel (AH36),raw_material,3,8,10,0,False,0
594,RAW::Marine-grade Steel (AH36),raw_material,3,9,10,0,False,0
595,RAW::Marine-grade Steel (AH36),raw_material,3,10,10,0,False,0
596,RAW::Marine-grade Steel (AH36),raw_material,3,11,10,0,False,1
597,RAW::Marine-grade Steel (AH36),raw_material,3,12,10,0,False,1
598,RAW::Marine-grade Steel (AH36),raw_material,3,13,10,0,False,1
599,RAW::Marine-grade Steel (AH36),raw_material,3,14,10,0,False,1
600,RAW::Marine-grade Steel (AH36),raw_material,3,15,10,0,False,1
601,RAW::Marine-grade Steel (AH36),raw_material,3,16,10,0,False,1
602,RAW::Marine-grade Steel (AH36),raw_material,3,17,10,0,False,1
603,RAW::Marine-grade Steel (AH36),raw_material,3,18,10,0,False,1
604,RAW::Marine-grade Steel (AH36),raw_material,3,19,10,0,False,1
605,RAW::Marine-grade Steel (AH36),raw_material,3,20,10,0,False,2
606,RAW::Marine-grade Steel (AH36),raw_material,3,21,10,0,False,2
607,RAW::Marine-grade Steel (AH36),raw_material,3,22,10,0,False,2
608,RAW::Marine-grade Steel (AH36),raw_material,3,23,10,0,False,2
609,RAW::Marine-grade Steel (AH36),raw_material,3,24,10,0,False,2
610,RAW::Marine-grade Steel (AH36),raw_material,3,25,10,0,False,2
611,RAW::Marine-grade Steel (AH36),raw_material,3,26,10,0,False,2
612,RAW::Marine-grade Steel (AH36),raw_material,3,27,10,0,False,2
613,RAW::Marine-grade Steel (AH36),raw_material,3,28,10,0,False,2
614,RAW::Marine-grade Steel (AH36),raw_material,3,29,10,0,False,2
615,RAW::Marine-grade Steel (AH36),raw_material,3,30,10,0,False,2
616,RAW::Marine-grade Steel (AH36),raw_material,3,31,10,0,False,2
617,RAW::Marine-grade Steel (AH36),raw_material,3,32,10,0,False,2
618,RAW::Marine-grade Steel (AH36),raw_material,3,33,10,0,False,2
619,RAW::Marine-grade Steel (AH36),raw_material,3,34,10,0,False,2
620,RAW::Marine-grade Steel (AH36),raw_material,3,35,10,0,False,2
621,RAW::Marine-grade Steel (AH36),raw_material,3,36,10,0,False,2
622,RAW::Marine-grade Steel (AH36),raw_material,3,37,10,0,False,2
623,RAW::Marine-grade Steel (AH36),raw_material,3,38,10,0,False,2
624,RAW::Marine-grade Steel (AH36),raw_material,3,39,10,0,False,2
625,RAW::Marine-grade Steel (AH36),raw_material,3,40,10,0,False,2
626,RAW::Marine-grade Steel (AH36),raw_material,3,41,10,0,False,2
627,RAW::Marine-grade Steel (AH36),raw_material,3,42,10,0,False,2
628,RAW::Marine-grade Steel (AH36),raw_material,3,43,10,0,False,2
629,RAW::Marine-grade Steel (AH36),raw_material,3,44,10,0,False,2
630,RAW::Marine-grade Steel (AH36),raw_material,3,45,10,1,True,4
631,RAW::Nickel-based Superalloy,raw_material,3,1,5,0,False,0
632,RAW::Nickel-based Superalloy,raw_material,3,2,5,0,False,0
633,RAW::Nickel-based Superalloy,raw_material,3,3,5,0,False,0
634,RAW::Nickel-based Superalloy,raw_material,3,4,5,0,False,0
635,RAW::Nickel-based Superalloy,raw_material,3,5,5,0,False,0
636,RAW::Nickel-based Superalloy,raw_material,3,6,5,0,False,1
637,RAW::Nickel-based Superalloy,raw_material,3,7,5,0,False,1
638,RAW::Nickel-based Superalloy,raw_material,3,8,5,0,False,1
639,RAW::Nickel-based Superalloy,raw_material,3,9,5,0,False,1
640,RAW::Nickel-based Superalloy,raw_material,3,10,5,0,False,1
641,RAW::Nickel-based Superalloy,raw_material,3,11,5,0,False,1
642,RAW::Nickel-based Superalloy,raw_material,3,12,5,0,False,1
643,RAW::Nickel-based Superalloy,raw_material,3,13,5,0,False,1
644,RAW::Nickel-based Superalloy,raw_material,3,14,5,0,False,1
645,RAW::Nickel-based Superalloy,raw_material,3,15,5,0,False,1
646,RAW::Nickel-based Superalloy,raw_material,3,16,5,0,False,1
647,RAW::Nickel-based Superalloy,raw_material,3,17,5,0,False,2
648,RAW::Nickel-based Superalloy,raw_material,3,18,5,0,False,2
649,RAW::Nickel-based Superalloy,raw_material,3,19,5,0,False,2
650,RAW::Nickel-based Superalloy,raw_material,3,20,5,0,False,2
651,RAW::Nickel-based Superalloy,raw_material,3,21,5,0,False,2
652,RAW::Nickel-based Superalloy,raw_material,3,22,5,0,False,2
653,RAW::Nickel-based Superalloy,raw_material,3,23,5,0,False,2
654,RAW::Nickel-based Superalloy,raw_material,3,24,5,0,False,2
655,RAW::Nickel-based Superalloy,raw_material,3,25,5,0,False,2
656,RAW::Nickel-based Superalloy,raw_material,3,26,5,0,False,2
657,RAW::Nickel-based Superalloy,raw_material,3,27,5,0,False,2
658,RAW::Nickel-based Superalloy,raw_material,3,28,5,0,False,2
659,RAW::Nickel-based Superalloy,raw_material,3,29,5,0,False,2
660,RAW::Nickel-based Superalloy,raw_material,3,30,5,0,False,2
661,RAW::Nickel-based Superalloy,raw_material,3,31,5,0,False,2
662,RAW::Nickel-based Superalloy,raw_material,3,32,5,0,False,2
663,RAW::Nickel-based Superalloy,raw_material,3,33,5,0,False,2
664,RAW::Nickel-based Superalloy,raw_material,3,34,5,0,False,2
665,RAW::Nickel-based Superalloy,raw_material,3,35,5,0,False,2
666,RAW::Nickel-based Superalloy,raw_material,3,36,5,0,False,2
667,RAW::Nickel-based Superalloy,raw_material,3,37,5,0,False,2
668,RAW::Nickel-based Superalloy,raw_material,3,38,5,0,False,2
669,RAW::Nickel-based Superalloy,raw_material,3,39,5,0,False,2
670,RAW::Nickel-based Superalloy,raw_material,3,40,5,0,False,2
671,RAW::Nickel-based Superalloy,raw_material,3,41,5,0,False,2
672,RAW::Nickel-based Superalloy,raw_material,3,42,5,0,False,2
673,RAW::Nickel-based Superalloy,raw_material,3,43,5,0,False,2
674,RAW::Nickel-based Superalloy,raw_material,3,44,5,0,False,2
675,RAW::Nickel-based Superalloy,raw_material,3,45,5,0,False,2
676,RAW::Quartz Crystal,raw_material,3,1,3,0,False,0
677,RAW::Quartz Crystal,raw_material,3,2,3,0,False,0
678,RAW::Quartz Crystal,raw_material,3,3,3,0,False,0
679,RAW::Quartz Crystal,raw_material,3,4,3,0,False,1
680,RAW::Quartz Crystal,raw_material,3,5,3,0,False,1
681,RAW::Quartz Crystal,raw_material,3,6,3,0,False,1
682,RAW::Quartz Crystal,raw_material,3,7,3,0,False,1
683,RAW::Quartz Crystal,raw_material,3,8,3,0,False,1
684,RAW::Quartz Crystal,raw_material,3,9,3,0,False,1
685,RAW::Quartz Crystal,raw_material,3,10,3,0,False,1
686,RAW::Quartz Crystal,raw_material,3,11,3,0,False,1
687,RAW::Quartz Crystal,raw_material,3,12,3,0,False,1
688,RAW::Quartz Crystal,raw_material,3,13,3,0,False,1
689,RAW::Quartz Crystal,raw_material,3,14,3,0,False,2
690,RAW::Quartz Crystal,raw_material,3,15,3,0,False,2
691,RAW::Quartz Crystal,raw_material,3,16,3,0,False,2
692,RAW::Quartz Crystal,raw_material,3,17,3,0,False,2
693,RAW::Quartz Crystal,raw_material,3,18,3,0,False,2
694,RAW::Quartz Crystal,raw_material,3,19,3,0,False,2
695,RAW::Quartz Crystal,raw_material,3,20,3,0,False,2
696,RAW::Quartz Crystal,raw_material,3,21,3,0,False,2
697,RAW::Quartz Crystal,raw_material,3,22,3,0,False,2
698,RAW::Quartz Crystal,raw_material,3,23,3,0,False,2
699,RAW::Quartz Crystal,raw_material,3,24,3,0,False,2
700,RAW::Quartz Crystal,raw_material,3,25,3,0,False,2
701,RAW::Quartz Crystal,raw_material,3,26,3,0,False,2
702,RAW::Quartz Crystal,raw_material,3,27,3,0,False,2
703,RAW::Quartz Crystal,raw_material,3,28,3,0,False,2
704,RAW::Quartz Crystal,raw_material,3,29,3,0,False,2
705,RAW::Quartz Crystal,raw_material,3,30,3,0,False,2
706,RAW::Quartz Crystal,raw_material,3,31,3,0,False,2
707,RAW::Quartz Crystal,raw_material,3,32,3,0,False,2
708,RAW::Quartz Crystal,raw_material,3,33,3,0,False,2
709,RAW::Quartz Crystal,raw_material,3,34,3,0,False,2
710,RAW::Quartz Crystal,raw_material,3,35,3,0,False,2
711,RAW::Quartz Crystal,raw_material,3,36,3,0,False,2
712,RAW::Quartz Crystal,raw_material,3,37,3,0,False,2
713,RAW::Quartz Crystal,raw_material,3,38,3,0,False,2
714,RAW::Quartz Crystal,raw_material,3,39,3,1,True,4
715,RAW::Quartz Crystal,raw_material,3,40,3,2,True,4
716,RAW::Quartz Crystal,raw_material,3,41,3,3,True,4
717,RAW::Quartz Crystal,raw_material,3,42,3,4,True,4
718,RAW::Quartz Crystal,raw_material,3,43,3,5,True,4
719,RAW::Quartz Crystal,raw_material,3,44,3,6,True,4
720,RAW::Quartz Crystal,raw_material,3,45,3,7,True,4
721,RAW::RF-grade Copper,raw_material,3,1,9,0,False,0
722,RAW::RF-grade Copper,raw_material,3,2,9,0,False,0
723,RAW::RF-grade Copper,raw_material,3,3,9,0,False,0
724,RAW::RF-grade Copper,raw_material,3,4,9,0,False,0
725,RAW::RF-grade Copper,raw_material,3,5,9,0,False,0
726,RAW::RF-grade Copper,raw_material,3,6,9,0,False,0
727,RAW::RF-grade Copper,raw_material,3,7,9,0,False,0
728,RAW::RF-grade Copper,raw_material,3,8,9,0,False,0
729,RAW::RF-grade Copper,raw_material,3,9,9,0,False,0
730,RAW::RF-grade Copper,raw_material,3,10,9,0,False,1
731,RAW::RF-grade Copper,raw_material,3,11,9,0,False,1
732,RAW::RF-grade Copper,raw_material,3,12,9,0,False,1
733,RAW::RF-grade Copper,raw_material,3,13,9,0,False,1
734,RAW::RF-grade Copper,raw_material,3,14,9,0,False,2
735,RAW::RF-grade Copper,raw_material,3,15,9,0,False,2
736,RAW::RF-grade Copper,raw_material,3,16,9,0,False,2
737,RAW::RF-grade Copper,raw_material,3,17,9,0,False,2
738,RAW::RF-grade Copper,raw_material,3,18,9,0,False,2
739,RAW::RF-grade Copper,raw_material,3,19,9,0,False,2
740,RAW::RF-grade Copper,raw_material,3,20,9,0,False,2
741,RAW::RF-grade Copper,raw_material,3,21,9,0,False,2
742,RAW::RF-grade Copper,raw_material,3,22,9,0,False,2
743,RAW::RF-grade Copper,raw_material,3,23,9,0,False,2
744,RAW::RF-grade Copper,raw_material,3,24,9,0,False,2
745,RAW::RF-grade Copper,raw_material,3,25,9,0,False,2
746,RAW::RF-grade Copper,raw_material,3,26,9,0,False,2
747,RAW::RF-grade Copper,raw_material,3,27,9,0,False,2
748,RAW::RF-grade Copper,raw_material,3,28,9,0,False,2
749,RAW::RF-grade Copper,raw_material,3,29,9,0,False,2
750,RAW::RF-grade Copper,raw_material,3,30,9,0,False,2
751,RAW::RF-grade Copper,raw_material,3,31,9,0,False,2
752,RAW::RF-grade Copper,raw_material,3,32,9,0,False,2
753,RAW::RF-grade Copper,raw_material,3,33,9,0,False,2
754,RAW::RF-grade Copper,raw_material,3,34,9,0,False,2
755,RAW::RF-grade Copper,raw_material,3,35,9,0,False,2
756,RAW::RF-grade Copper,raw_material,3,36,9,0,False,2
757,RAW::RF-grade Copper,raw_material,3,37,9,0,False,2
758,RAW::RF-grade Copper,raw_material,3,38,9,0,False,2
759,RAW::RF-grade Copper,raw_material,3,39,9,1,True,4
760,RAW::RF-grade Copper,raw_material,3,40,9,2,True,4
761,RAW::RF-grade Copper,raw_material,3,41,9,3,True,4
762,RAW::RF-grade Copper,raw_material,3,42,9,4,True,4
763,RAW::RF-grade Copper,raw_material,3,43,9,5,True,4
764,RAW::RF-grade Copper,raw_material,3,44,9,6,True,4
765,RAW::RF-grade Copper,raw_material,3,45,9,7,True,4
766,RAW::Rare-earth Magnets (NdFeB),raw_material,3,1,9,0,False,0
767,RAW::Rare-earth Magnets (NdFeB),raw_material,3,2,9,0,False,0
768,RAW::Rare-earth Magnets (NdFeB),raw_material,3,3,9,0,False,0
769,RAW::Rare-earth Magnets (NdFeB),raw_material,3,4,9,0,False,0
770,RAW::Rare-earth Magnets (NdFeB),raw_material,3,5,9,0,False,0
771,RAW::Rare-earth Magnets (NdFeB),raw_material,3,6,9,0,False,0
772,RAW::Rare-earth Magnets (NdFeB),raw_material,3,7,9,0,False,0
773,RAW::Rare-earth Magnets (NdFeB),raw_material,3,8,9,0,False,0
774,RAW::Rare-earth Magnets (NdFeB),raw_material,3,9,9,0,False,0
775,RAW::Rare-earth Magnets (NdFeB),raw_material,3,10,9,0,False,1
776,RAW::Rare-earth Magnets (NdFeB),raw_material,3,11,9,0,False,1
777,RAW::Rare-earth Magnets (NdFeB),raw_material,3,12,9,0,False,1
778,RAW::Rare-earth Magnets (NdFeB),raw_material,3,13,9,0,False,1
779,RAW::Rare-earth Magnets (NdFeB),raw_material,3,14,9,0,False,1
780,RAW::Rare-earth Magnets (NdFeB),raw_material,3,15,9,0,False,1
781,RAW::Rare-earth Magnets (NdFeB),raw_material,3,16,9,0,False,1
782,RAW::Rare-earth Magnets (NdFeB),raw_material,3,17,9,0,False,1
783,RAW::Rare-earth Magnets (NdFeB),raw_material,3,18,9,0,False,1
784,RAW::Rare-earth Magnets (NdFeB),raw_material,3,19,9,0,False,1
785,RAW::Rare-earth Magnets (NdFeB),raw_material,3,20,9,0,False,2
786,RAW::Rare-earth Magnets (NdFeB),raw_material,3,21,9,0,False,2
787,RAW::Rare-earth Magnets (NdFeB),raw_material,3,22,9,0,False,2
788,RAW::Rare-earth Magnets (NdFeB),raw_material,3,23,9,0,False,2
789,RAW::Rare-earth Magnets (NdFeB),raw_material,3,24,9,0,False,2
790,RAW::Rare-earth Magnets (NdFeB),raw_material,3,25,9,0,False,2
791,RAW::Rare-earth Magnets (NdFeB),raw_material,3,26,9,0,False,2
792,RAW::Rare-earth Magnets (NdFeB),raw_material,3,27,9,0,False,2
793,RAW::Rare-earth Magnets (NdFeB),raw_material,3,28,9,0,False,2
794,RAW::Rare-earth Magnets (NdFeB),raw_material,3,29,9,0,False,2
795,RAW::Rare-earth Magnets (NdFeB),raw_material,3,30,9,0,False,2
796,RAW::Rare-earth Magnets (NdFeB),raw_material,3,31,9,0,False,2
797,RAW::Rare-earth Magnets (NdFeB),raw_material,3,32,9,0,False,2
798,RAW::Rare-earth Magnets (NdFeB),raw_material,3,33,9,0,False,2
799,RAW::Rare-earth Magnets (NdFeB),raw_material,3,34,9,0,False,2
800,RAW::Rare-earth Magnets (NdFeB),raw_material,3,35,9,0,False,2
801,RAW::Rare-earth Magnets (NdFeB),raw_material,3,36,9,0,False,2
802,RAW::Rare-earth Magnets (NdFeB),raw_material,3,37,9,0,False,2
803,RAW::Rare-earth Magnets (NdFeB),raw_material,3,38,9,0,False,2
804,RAW::Rare-earth Magnets (NdFeB),raw_material,3,39,9,0,False,2
805,RAW::Rare-earth Magnets (NdFeB),raw_material,3,40,9,0,False,2
806,RAW::Rare-earth Magnets (NdFeB),raw_material,3,41,9,0,False,2
807,RAW::Rare-earth Magnets (NdFeB),raw_material,3,42,9,0,False,2
808,RAW::Rare-earth Magnets (NdFeB),raw_material,3,43,9,0,False,2
809,RAW::Rare-earth Magnets (NdFeB),raw_material,3,44,9,0,False,2
810,RAW::Rare-earth Magnets (NdFeB),raw_material,3,45,9,1,True,4
811,RAW::Stainless Steel 316,raw_material,3,1,8,0,False,0
812,RAW::Stainless Steel 316,raw_material,3,2,8,0,False,0
813,RAW::Stainless Steel 316,raw_material,3,3,8,0,False,0
814,RAW::Stainless Steel 316,raw_material,3,4,8,0,False,0
815,RAW::Stainless Steel 316,raw_material,3,5,8,0,False,0
816,RAW::Stainless Steel 316,raw_material,3,6,8,0,False,0
817,RAW::Stainless Steel 316,raw_material,3,7,8,0,False,0
818,RAW::Stainless Steel 316,raw_material,3,8,8,0,False,0
819,RAW::Stainless Steel 316,raw_material,3,9,8,0,False,1
820,RAW::Stainless Steel 316,raw_material,3,10,8,0,False,1
821,RAW::Stainless Steel 316,raw_material,3,11,8,0,False,1
822,RAW::Stainless Steel 316,raw_material,3,12,8,0,False,1
823,RAW::Stainless Steel 316,raw_material,3,13,8,0,False,1
824,RAW::Stainless Steel 316,raw_material,3,14,8,0,False,1
825,RAW::Stainless Steel 316,raw_material,3,15,8,0,False,1
826,RAW::Stainless Steel 316,raw_material,3,16,8,0,False,1
827,RAW::Stainless Steel 316,raw_material,3,17,8,0,False,1
828,RAW::Stainless Steel 316,raw_material,3,18,8,0,False,1
829,RAW::Stainless Steel 316,raw_material,3,19,8,0,False,2
830,RAW::Stainless Steel 316,raw_material,3,20,8,0,False,2
831,RAW::Stainless Steel 316,raw_material,3,21,8,0,False,2
832,RAW::Stainless Steel 316,raw_material,3,22,8,0,False,2
833,RAW::Stainless Steel 316,raw_material,3,23,8,0,False,2
834,RAW::Stainless Steel 316,raw_material,3,24,8,0,False,2
835,RAW::Stainless Steel 316,raw_material,3,25,8,0,False,2
836,RAW::Stainless Steel 316,raw_material,3,26,8,0,False,2
837,RAW::Stainless Steel 316,raw_material,3,27,8,0,False,2
838,RAW::Stainless Steel 316,raw_material,3,28,8,0,False,2
839,RAW::Stainless Steel 316,raw_material,3,29,8,0,False,2
840,RAW::Stainless Steel 316,raw_material,3,30,8,0,False,2
841,RAW::Stainless Steel 316,raw_material,3,31,8,0,False,2
842,RAW::Stainless Steel 316,raw_material,3,32,8,0,False,2
843,RAW::Stainless Steel 316,raw_material,3,33,8,0,False,2
844,RAW::Stainless Steel 316,raw_material,3,34,8,0,False,2
845,RAW::Stainless Steel 316,raw_material,3,35,8,0,False,2
846,RAW::Stainless Steel 316,raw_material,3,36,8,0,False,2
847,RAW::Stainless Steel 316,raw_material,3,37,8,0,False,2
848,RAW::Stainless Steel 316,raw_material,3,38,8,0,False,2
849,RAW::Stainless Steel 316,raw_material,3,39,8,0,False,2
850,RAW::Stainless Steel 316,raw_material,3,40,8,0,False,2
851,RAW::Stainless Steel 316,raw_material,3,41,8,0,False,2
852,RAW::Stainless Steel 316,raw_material,3,42,8,0,False,2
853,RAW::Stainless Steel 316,raw_material,3,43,8,0,False,2
854,RAW::Stainless Steel 316,raw_material,3,44,8,1,True,4
855,RAW::Stainless Steel 316,raw_material,3,45,8,2,True,4
856,RAW::Titanium Alloy Bar,raw_material,3,1,6,0,False,0
857,RAW::Titanium Alloy Bar,raw_material,3,2,6,0,False,0
858,RAW::Titanium Alloy Bar,raw_material,3,3,6,0,False,0
859,RAW::Titanium Alloy Bar,raw_material,3,4,6,0,False,0
